id,date,text
885,1783-04-29,At 11 We all met at Mr. Laurens's near the new French  Comedy and agreed upon a Proposition to open the Ports as soon as the  U. States should be evacuated. At one Mr.  Hartley came and We shewed it to him and  after some Conversation with him We agreed upon 3 Propositions. 1. To open the  Ports as soon as the States should be evacuated. 2. To set all confined Tories  at Liberty at the same time and 3. To set all Prisoners of War at Liberty upon  the same terms respecting the Accounts of their Expences as those between  France and  England.   20    
887,1783-04-30,He said his Commission would come as soon as the Courier could go and  return and that he would prepare his Propositions for the definitive Treaty  immediately. He said he had not imagined that We had been so  stout as he found Us. -- But he was very silent and attentive.  He has had hints I suppose from Laurens and Jay and Franklin too. He never  before discovered a Capacity to hearken. He ever  before took all the Talk to himself. I am not fond of talking but I wanted to  convey into his Mind a few Things for him to think upon. None of the English  Gentlemen have come here apprized of the Place  where their danger lay.   23    
888,1783-05-01,I told him he and I were in the same Case and explained to him my Situation  and gave him my frank Sentiments of a certain Minister. He said he was  veritablement touch.
889,1783-05-02,In Truth Congress and their Ministers have been plaid upon like Children trifled with imposed upon  deceived. Franklin's Servility and insidious  faithless Selfishness is the true and only Cause why this Game has succeeded.  He has aided Vergennes with all his Weight and  his great Reputation in both Worlds has supported this ignominious System and  blasted every Man and every Effort to shake it off. I only have had a little  Success against him.
890,1783-05-03,Mr. Hartley proposes allso that We  should agree that all the Carrying Places should be in Common. This is a great  Point. These Carrying   2    
891,1783-05-05,Dined with my Family at C. Sarsefields. The  Dukes de la Vauguion and de la  RochefaucaultMr. Jay &c. of the  Party.
892,1783-05-06,Dined at Mr. Jays. Lt. General  Mellville who is here to solicit for the Inhabitants of  Tobago the Continuance of their Assembly and Tryals by jury was there.
893,1783-05-07,Dined at Mr. Caluns [Calonne's].
894,1783-05-08,The Duke de la Vauguion and Mr.  Hartley Mr. Laurens and  JayMr. Barclay and Ridley  dined with me.
895,1783-05-09,Dined with Mr. Laurens with a large Company. The  M. de la Fayette shewed me the  Beginning of an Attack upon the Chancellor &c. &c.
896,1783-05-10,Dined with the M. de la Fayette with a large American  Company.  [ in left margin: The Commissions of the Comtes de  Vergennes and D'Aranda on the 20 of January were plainer than ours and upon  Paper. The French reserve their Silver Boxes to the Exchange of  Ratifications.]
897,1783-05-19,The American Ministers met Mr. Hartley at my House and he  shewed Us his Commission and We shewed him ours. His Commission is very magnificent the  Great Seal in a Silver Box with the Kings Arms engraven on it with two large  gold Tassells &c. as usual.   4    
898,1783-05-20,Mr. Hartley said he was of my Mind and had said as much to  Mr. Fox before he left  London. But the King would stand by the Statholder.   7      1783 Tuesday May 20  The King says he will go wrong in  Holland and in  Ireland and  Scotland too but it will all work against himself. There are  discontents in  Scotland as well as  Ireland. We shall have Struggles but I dont dread these. We  shall have settled with  America and the American War was all that I dreaded.
899,1783-05-21,The Gentlemen desired me to draw an Answer to Mr. Grands  Letter and a Letter to the Bankers in  Amsterdam which I agreed to do and lay it before them at their  next Meeting.
900,1783-05-22,Dela Lande and Fynje Bankers of the  United States of America at  Amsterdam.
901,1783-05-23,Mr. J. told me that the C. de  Vergennes turned to him and Mr. Franklin and asked  Ou est Mr. Adams? Franklin answered Il est a  Paris. -- Then turning to Jay he said Ce  Monsieur a Beaucoup de L'Esprit et beaucoup de Tete aussi.  --Jay answered Ouy Monsieur Monsieur  Adams a beaucoup D'Esprit.   2    
902,1783-05-25,Mr. Hartley Barclay dined with me  after having been out to see Dr. Franklin. The Doctor he says  is greatly disappointed in not having received Letters from Congress  containing his Dismission. He wants to get out of this and to be at home with  his Family. He dont expect to live long.
903,1783-05-26,I hope for News to day from the  Hague.   3    
904,1783-06-01,Herreria dined there and the Duke of  Berwick.   6    
905,1783-06-08,Went to  Versailles on the Day of Pentecote.
906,1783-06-17,The Sardinian Ambassador said to me it was curious to remark the Progress  of Commerce. The Furs which the Hudsons Bay Company sent to  London from the most northern Regions of America were sent to  Siberia within 150 Leagues of the Place where they were hunted.  He began to speak of La Fonte's Voyage and of the  Boston Story of Seymour or Seinior Gibbons but other Company  came in and interrupted the Conversation.
907,1783-06-18,The Duke said it would be very difficult to regulate  this Matter. They could not let Us bring their Sugars to  Europe neither to  France nor any other Part. This would lessen the Number of  French Ships and Seamen. But he thought We should be allowed to purchase Sugars  for our own Consumption. (How they will estimate the quantity and prevent our  exceeding it I know not.) He said there were Provinces in  France as  Guienne and  Provence which depended much upon supplying their Islands with  Provisions as Wheat and Flour &c. I asked him if We should be allowed to  import into their Islands Wheat Flour Horses Live Stock Lumber of all  Sorts Salt Fish &c. He said it would be bien difficile for Wheat and Flour  c.   9    
908,1783-06-19,Baffins Bay Baflins Streight Davis's  Streight Hudsons Bay Hudsons Streight are all one great Inlet of Water [  ] the Entrance of which is a Streight formed by  Greenland on one Side and  Labradore on the other.  s 12 - 24  [ s -- no s available ]
909,1783-10-06,The Pavillon of Bagatelle built by Mgsr. Comte  D'Artois. The  Castle of Madrid. The Outlet of the Forest near Pont Neuilly  the Porte which opens into the Grand Chemin the  Castle of Muet [La Muette] at  Passy. The Porte which opens to the great Road to  Versailles. The other Porte which opens into a large Village  nearly opposite to St. Cleod [Cloud] are the most  remarkable Objects in this Forest.   2    
910,1783-10-07,The Principal People in this  Village of Auteuil are Madam Helvetius who  lives but a few Doors from this House Madame Boufleurs who  lives opposite &c.   6    
911,1783-10-20,Set out with my Son and one Servant Leveque on a journey  to  London. We went from  Auteuil thro the Bois de Boulogne  and went out at the Port de Maillot to St. Dennis where We took Post Horses.  We dined at  Chantilly and lodged at Night at St. Just.
912,1783-10-21,There are no Vines on this Road. The Country is all sown with Wheat. They  are every where cutting up by the Roots the Elms  and other Forest Trees which formerly grew were planted on the  Sides of the Roads and introducing Apple Trees in their stead. We found Tea  Apparatus's generally in the publick houses and the  hand Irons Tongs &c. and several other Things more in the English Style  than you find in other Parts of  France.   7    
913,1783-10-22,Went to  Calais. Dined at Boulogne Sur mer. Put up at Mr.  Dessins.
914,1783-10-23,I was never before so Sea sick nor was my Son. My Servant was very bad.  Allmost all the Passengers were sick. It is a  remarkable Place for it. We are told that many Persons Masters of  Vessells and others who were never Sea sick before  have been very bad in making this Passage.
915,1783-10-24,The Channell between this and  Calais is full of Vessells french  and English fishing for Herrings. The Sardine are not caught here.
916,1783-10-25,Went in a Post Chaise from  Dover through  Canterbury  Rochester &c. to  Dartford where We lodged.
917,1783-10-26,We are at Osbornes Adelphi hotel. I am obliged here to give Thirteen  Shillings a day for a Parler a bed Chamber and  another Bed Chamber over it for my Son without any dining Room or Antichamber.  This is dearer than my Lodgings at the Hotel du Roi in  Paris -- half a Guinea for my bed Chamber and Parlour and half a Crown for my Sons bed Chamber. My  Servants Lodging is included in the half Guinea. The Rooms and Furniture are  more to my Taste than in  Paris because they are more like what I have been used to in  America.   10    
918,1783-10-27,These Adelphi Buildings are well situated on the Thames. In sight of the  Terrace is Westminster Bridge one Way and Black Fryars Bride on the other. St.  Pauls is by Black Fryars Bridge.   11  [  --  ]   12  [  -- ]
919,1784-07-10,In the common Experiment with which Boys amuse them  selves the Air which   4      is blown through the Tobacco Pipe into  the Soap Suds is common Air of equal Weight with that which surrounds the  Bubble and therefore will not ascend very high. But if inflammable Air were  blown thro the Pipe instead of common Air we should  have a Series of Ballons aerostatiques which would ascend like those of  Montgolphier.   5    
920,1784-08-04,thence 24 miles in a Cart.
921,1784-08-07,Arrived at the Adelphi Buildings and met my Wife and Daughter after a  seperation of four Years and an half. Indeed  after a Seperation of ten Years excepting a few  Visits. Set off the next Day for  Paris.
922,1784-08-13,Arrived at  Paris at the Hotel de York on the.
923,1784-08-17,Removed to  Auteuil the at the House of the Comte de  Rouault opposite the Conduit. The House the Garden the Situation  near the Bois de Boulogne elevated above the River Seine and the low Grounds  and distant from the putrid Streets of  Paris is the best I could wish for.   6  [  --  ]   7    
924,1785-01-31,As he went out he took me aside and whispered that altho he would not serve a foreign Prince he would serve  a Republick and although he should hurt himself  with the Queen and her Party to a great degree yet if the States General would  invite him without his soliciting or appearing to desire it he would accept  the Command. Mailbois loved Money and demanded splendid  Appointments. He did not regard Money so much and would be easy about that. I  was the first Mortal to whom he had suggested the Idea he wished I would think  of it and he would call and see me again in a few days.   9    
925,1785-03-19,We came to no Resolution but that I should go Tomorrow to  Versailles and ask the Advice of  the C [Comte] de  V [Vergennes]. -- Dr. F. being  confined by his Stone could not go and Mr. Jefferson being  worse with his Disorder cannot go. I was for writing a Letter to the C. -- but  my Colleagues were not. -- F. and J. are confident that England has no right to  appoint a Consul without a Treaty or Convention for that Purpose. I think  they have a Right by the Law of Nations.   10    
926,1785-03-20,He asked if We had written to Congress and obtained their Instructions. I  told him We had received Full Powers to treat with  Morocco  Algiers  TunisTripoli and all the Rest and had written  for Instructions upon the Article of Money and Presents. He said that there was  a frequent Communication between  Marseilles and the  Coast of Barbary but that as these Things were not in his  Department We must state our Desires in Writing which I agreed to do. I asked  him if he thought it adviseable for Us to send any one to  Morro [Morrocco]. He said yes but as We could neither go nor  were authorized to substitute We should write to the Emperor untill Congress could send a Consull. I asked what he thought of our leaving it by our  Letter in the Option of the Emperor to send a Minister here to treat with Us  or to wait untill We could write to Congress and  recommend to them to send him a Consull. He said by  no means for the Expence of receiving his Minister  here would be much greater for We must maintain him and pay all his  Expences. He said that the King of  France never sent them any naval Stores. He sent them  Glaces and other Things of rich Value but never any  military stores.   12    
927,1785-05-03,One of the foreign Ambassadors said to me You have been often in  England. -- Never but once in November and December 1783.You  have Relations in  England no doubt. -- None at all. -- None how can that be? You  are of English Extraction? -- Neither my Father or Mother Grandfather or  Grandmother Great Grandfather or Great Grandmother nor any other Relation that  I know of or care a farthing for have been in  England these 150 Years. So that you see I have not one drop of  Blood in my Veins but what is American. -- Ay We have seen says he proofs  enough of that. This flattered me no doubt and I was vain enough to be pleased  with it.   14    
928,1785-05-09,Miamis.  s 15 - 24  [ s -- no s available ]
929,1786-03-27,March 26. Sunday  dined  in Bolton Street Piccadilly at the Bishop of St. Asaphs.Mr.  and Mrs. Sloper the Son in Law and Daughter of the  Bishop Mrs. and Miss Shipley the Wife and  Daughter Mr. and Mrs. VaughanMr.  Alexander and Mrs. Williams Mr. Richard  Peters and myself were the Company. In the Evening other Company came  in according to the Fashion in this Country. Mrs. Shipley at  Table asked many Questions about the Expence of  living in  Philadelphia and Boston. Said she had a Daughter  who had married less prudently than they wished and they thought of sending  them to  America.
930,1786-03-29,Dined at Mr. Blakes. Mr. Middleton and  Wife Mr. Alexander and Mrs.  WilliamsMr. Jefferson. Coll.  Smith [William Stephens Smith] and my Family.
931,1786-03-30,Went at Nine O Clock to the French Ambassadors Ball where were two or three  hundred People chiefly Ladies. Here I met the Marquis of  Landsdown and the Earl of Harcourt. These  two Noblemen ventured to enter into Conversation with me. So did Sir  George Young [Yonge]. But there is an  Aukward Timidity in General. This People cannot  look me in the Face: there is conscious Guilt and Shame in their Countenances  when they look at me. They feel that they have behaved ill and that I am  sensible of it.   3    
932,1786-04-15,Dined with Mr. Brand Hollis in Chesterfield Street. His  Mantle Trees are ornamented with Antiques. Penates. Little brazen s of the  Gods. Venus Ceres Apollo Minerva &c. Hollis is a Member  of the Antiquarian Society. Our Company  were PriceKippisBridgenRomilly  and another besides JeffersonSmith and  myself.
933,1786-04-18,Yesterday dined here Mr. Jefferson Sir John  Sinclair Mr. Heard Garter King at  ArmsDr. Price Mr. Brand Hollis Mr.  Henry Loyd of  Boston Mr. Jennings Mr.  Bridgen Mr. Vaughan Mr.  Murray Coll. Smith.
934,1786-04-19,This Day I met Dr. Priestly and Mr.  Jennings with the latter of whom I had a long Walk. I spent the Day  upon the whole agreably enough. Seeds were sown  this Day which will grow.
935,1786-04-20,Osterly  Sion Place and  Sion Hill are all in  Brentford within Ten Miles of Hide Park Corner. We went  through Hide Park and  Kensington to  Brentford. We passed in going and returning by Lord  Hollands House which is a Modern Building in the gothic manner.
936,1786-04-23,Heard Dr. Priestley at Mr. Linseys in  Essex Street.
937,1786-04-24,Viewed the British Musaeum. Dr.  Grey who attended Us spoke very slightly of Buffon. Said he was full  of mauvais Fois. No Dependence upon him. Three out of four of his Quotations  not to be found. That he had been obliged to make it his Business to examine  the Quotations. That he had not found a quarter of them. That Linnxus was  quoted from early Editions long after the last Edition was public of 1766 the  12th which was inexcuseable. He did not think Buffon superiour to Dr. Hill. Both had  Imagination &c. -- This is partly national Prejudice and Malignity no  doubt.   12    
938,1786-06-26,On Saturday night returned from a Tour to  Portsmouth in which We viewed Paines Hill in  Surry as We went out and  Windsor as We returned. We were absent four days. Paines Hill is  the most striking Piece of Art that I have yet seen. The Soil is an heap of  Sand and the Situation is nothing extraordinary. It is a new Creation  of Mr. Hamilton. All made within 35  Years. It belongs to Mr. Hopkins who rides by it but never  stops. The owners of these enchanting Seats are very indifferent to their  Beauties. -- The Country from  Guilford to  Portsmouth is a barren heath a dreary Waste.   13    
939,1786-07-01,Copleys Fall of Chatham or Pierson Wests Wolf  Epaminondas Bayard &c. Trumbulls Warren and Montgomery are interesting  Subjects and useful. But a Million Pictures of Flours Game Cities Landscapes with whatever Industry  and Skill executed would be seen with much Indifference. The Sky the Earth  Hills and Valleys Rivers and Oceans Forrests  and Groves Towns and Cities may be seen at any Time.
940,1786-07-06,Mr. Pais told a Story admirably well of a Philosopher and  a Scotsman. The Wit attempted to divert himself by asking the Scot if he knew  the immense Distance to Heaven? It was so many Millions of Diameters of the  Solar System and a Cannon Ball would be so many Thousand Years in running  there. I dont know the Distance nor the Time says the Scot but I know it will  not take you a Millionth part of the Time to go to Hell. -- The Scottish  Dialect and Accent was admirably imitated. The Conversation was uniformly  agreable. Nothing to interrupt it.   15    
941,1786-07-08,In one of my common Walks along the Edgeware Road there are fine Meadows  or Squares of grass Land belonging to a noted Cow keeper. These  Plotts are plentifully manured. There are on the Side  of the Way several heaps of Manure an hundred Loads perhaps in each heap. I  have carefully examined them and find them composed of Straw and dung from the  Stables and Streets of  London mud Clay or Marl dug out of the Ditch along the  Hedge and Turf Sward cutt up with Spades hoes and  shovels in the Road. This is laid in vast heaps to mix. With narrow hoes they  cutt it down at each End and with shovels throw it into  a new heap in order to divide it and mix it more effectually. I have attended  to the Operation as I walked for some time. This may be good manure but is  not equal to mine which I composed in similar heaps upon my own Farm of Horse  Dung from Bracketts stable in  Boston Marsh Mud from the sea shore and Street Dust from the  Plain at the Foot of  Pens hill in which is a Mixture of Marl.   16    
942,1786-07-16,Mr. Langbourne of  Virginia who dined with Us on Fryday  at Col. Smiths dined here Yesterday. This Gentleman who is  rich has taken the Whim of walking all over  Europe after having walked over most of  America. His Observations are sensible and judicious. He walks  forty five or fifty miles a day. He says he has seen nothing  superiour to the Country from  N. York to  Boston. He is in Love with  N. England admires the Country and its Inhabitants. He kept  Company with the King of Frances Retinue in his late journey to Cherbourg. He  says the Virginians have learned much in Agriculture as well as in Humanity to  their Slaves in the late War.   17    
943,1786-07-20,Perjury Slander are tyranny too when they hurt any one.
944,1786-07-21,In all Countries and in all Companies for several Years I have in  Conversation and in Writing enumerated The Towns Militia Schools and  Churches as the four Causes of the Grouth and  Defence of  N. England. The Virtues and Talents of the People are there  formed. Their Temperance Patience Fortitude Prudence and justice as well  as their Sagacity Knowledge Judgment Taste Skill Ingenuity Dexterity and  Industry. -- Can it be now ascertained  whether NortonCottonWilsonWinthrop  WinslowSaltonstall or who was the Author  of the Plan of Town Schools Townships Militia Laws Meeting houses and  Ministers &c.  s 19 - 44  [ s -- no s available ]    [  -- ]  
945,1786-07-24,This House which is a decent handsome one was the Seat of Mr. Brands Father  and the Chamber where We lodge is hung round with the Portraits of the Family.  It is at the End of the House and from two Windows in front and two others at  the End We have a pleasant View of Lawns and Glades Trees and Clumps and a  Piece of Water full of Fish. The Borders by the Walks in the Pleasure  Grounds are full of rare Shrubbs and Trees to which  Collection America has furnished her full Share. I shall here have a good  Opportunity to take a List of these Trees Shrubbs  and Flours. Larches Cypruses Laurells are here as they are every  where.Mr. Brand Hollis has planted near the Walk from  his Door to the Road a large and beautifull  Furr in Honour of the  late Dr. Jebb his Friend. A Tall Cyprus in his Pleasure Grounds  he calls General Washington and another his  Aid du Camp Col. Smith.
946,1786-07-25,Mr. Hollis's Owl Cap of Liberty and Dagger are to be seen  every where. In the Boudoir a Silver cup with a  Cover all in the shape of an Owl with two rubies for Eyes. This piece of  Antiquity was dug up at Canterbury from ten feet depth. It was some monkish  conceit.
947,1786-07-26,Mr. B. Hollis Miss Brand Mrs.  Adams Mrs. Smith and I walked to Mill Green or  Mill Hill the Seat of a Mr. Allen a Banker of  London. We walked over the Pleasure Grounds and Kitchen Garden  and down to Cocytus a canal or Pond of Water surrounded with Wood in such a  Manner as to make the Place gloomy enough for the Name. This is a good Spot  but Mr. Allen has for want of Taste spoiled it by new  Pickett Fences at a great Expence. He has filled up the Ditches and dug up the  Hedges and erected wooden Fences and brick Walls a folly that I believe in  these days is unique. They are very good civil People but have no Taste.
948,1786-07-27,I should not omit Alderman Bridgens Nuns and Verses. About 30 Years  ago Mr. Bridgen in the  Austrian Netherlands purchased a compleat Collection of the Portraits of all the orders of  Nuns in small duodecimo Prints. These he lately sent as a Present  to the Hide and Mr. Hollis has placed them in what  he calls his Boudoir a little room between his Library and Drawing  Room.Mr. Bridgen carried down with him a Copy of Verses of his  own Composition to be hung up with them. The Idea is that banished from  Germany by the Emperor they were taking an Asylum at the Hide  in sight of the Druid the Portico of Athens and the verable 4 Remains of  Egyptian Greek Roman and Carthaginian Antiquities.
949,1786-07-28,Returned to  Grosvenor Square to Dinner.  s 9 -20  [ s -- no s available ]
950,1787-08-06,Haytor Rock is at the Summit of the highest Mountain in  Dartmore Forrest.  Brentor is said by some to be higher.
952,1789-09-16,Mr. Elsworth informed me That Governor  Randolph of  Virginia opened the Convention at  Philadelphia and offered a Project of a Constitution. After him  several other Members proposed Plans some Writing others verbally. A  Committee was at length appointed to take them all into Consideration  the Virginia Scheme being the Ground Work. This Committee  consisted of Governor Rutledge of  S.C. Mr. Wilson of  Philadelphia Mr. Gorham of  Massachusetts and Mr. Elsworth of  Connecticut. After this Committee reported and When  the Report of this Committee had been considered and discussed in the  Convention it was recommitted to Governeur  Morris Mr. Maddison and some others.   14    
953,1789-09-23,the navigation of the  Susquehannah.
954,1789-09-24,Mr. Macclay. See his minutes.   17    
955,1790-01-25,Mr. Elsworth. In Legislative Assemblies more to be  apprehended from precipitation than from the Delay.   18    
956,1790-01-26,Have not these Causes as much Influence in one Assembly as in two? If  either or all of these Causes should prevail over Reason justice and the  public good in one Assembly is not a Revision of the Subject in another a  probable means of correcting the false decree?   19  [  --  ]   20    
957,179-02-11,Seeing all this and saying nothing for what could a Man say? seeing also  that there were two Parties formed among the [  ] Americans [  ] as fixed in their  Aversion to each other as both were to G.B. if I had affected the Character of  a Fool in order to find out the Truth and to do good by and by I should have  had   91      the Example of a Brutus for my justification. But I did not  affect this Character. I behaved with as much Prudence and Civility and  Industry as I could. But still it was a settled Point at Paris and in the  English News Papers that I was not the famous Adams and  therefore the Consequence was settled absolutely and unalterably that I was a  Man of whom Nobody had ever heard before a perfect Cypher a Man who did not understand a Word of French --  awkward in his Figure -- awkward in his Dress -- No Abilities -- a perfect  Bigot -- and fanatic.   92    
958,1791-11-01,Williamson. Great Numbers emigrate to the back parts of  North and  S.C. and G. for the Sake of living without Trouble. The Woods  such is the mildness of the Climate produce grass to support horses and  Cattle and Chesnuts Acorns and other Things for  the food of hogs. So that they have only a little corn to raise which is done  without much Labour. They call this kind of Life  following the range. They are very ignorant and hate all Men of  Education. They call them Pen and Ink Men.   21    
959,1791-11-11,Yesterday a No. of the national Gazette was sent  to me by  Phillip Freneau printed by Childs and  Swaine. Mr. Freneau I am told is made  Interpreter.   22  [  --  ]  s 23 - 26  [ s -- no s available ]   27      [ -- see   ]   28    
960,1795-06-21,Lime dissolves all vegetable Substances such as Leaves Straws Stalks  Weeds and converts them into an immediate food for Vegetables. It kills the  Eggs of Worms and Seeds of Weeds. The best method is to spread it in your Barn  Yard among the Straw and Dung. It succeeds well when spread upon the Ground.  Burning Lime Stones or Shells diminishes their Weight: but slaking the Lime  restores that Weight. The German farmers say that Lime makes the father rich  but the Grandson poor -- i.e. exhausts the Land. This is all from Mr.  Rutherford. Plaister of Paris has a  vitriolic Acid in it which attracts the Water from the Air and operates like  watering Plants. It is good for corn -- not useful in wet Land. You sprinkle it  by hand as you sow Barley over the Ground 5 Bushells powdered to an [  ] Acre.  Carry it in a Bag as you would grain to sow.   29    
961,1795-06-22,Mr. Meredith at Mr. Vaughans explained to  me his Method. He takes a first Crop of Clover early: then breaks up the  Ground cross ploughs and harrows it. Then plants Potatoes. He only ploughs a  furrow drops the Potatoes a foot a sunder and then covers them with another  furrow. He ploughs now and then between these Rows: but never hoes. As soon as  the Season comes for sowing his Winter Barley: He diggs  the Potatoes ploughs and harrows the Ground sows the Winter Barley with  Clover Seeds and orchard Grass Seeds: and the next Spring he has a great Crop  of Barley and afterwards a great Burthen of Grass. --  He prefers Orchard Grass to Herds Grass as much more productive.   30  [  --  ]   31    
962,1796-06-20,Sullivan Lathrop came for 6 Mo [Months]  at 12 1/2.
963,1796-06-22,Thomas Lathrop came for 6 Mo. [Months]  at 9.
964,1796-07-12,In the Course of my Walk this morning to my Farm new Barn I  met Major Miller who offered to sell me his Cedar Swamp and  Woodlot of 20 Acres beyond Harmans descended from his Grandfather and Father.  His Price 9 = 30 dollars per Acre. Part of it has never been  cutt -- Part cutt 20 Years ago  and grown up very thick. Billings came home before dinner but did no Work.
965,1796-07-13,This Day my new Barn was raised near the Spot where the old Barn stood which  was taken down by my Father when he raised his new barn in 1737. The Frame is  50 by 30-13 foot Posts.
966,1796-07-14,It rains at 11 O Clock. The Barley is growing white for the Harvest. My Men  are hilling the Corn over the Road. A soft fine rain in a clock calm is  falling as sweetly as I ever saw in April May or June. It distills as gently  as We can wish. Will beat down the grain as little as possible refresh the  Gardens and Pastures revive the Corn make the fruit grow rapidly and lay the  foundation of fine Rowen and After feed.
967,1796-07-15,The new Barn is boarded on the Roof and the underpinning is finished.   34    
968,1796-07-16,Trask told me he had worked 20 days. This day in the Garden  makes 21. Monday he is to cutt the Wood in the Swamp on  Pens Hill. We got in two Loads the last of our English Hay and bro't home a  Load of Red Cedars.
969,1796-07-17,Mr. Hilliard of  Cambridge preached for Us. He is the Son of our old Acquaintance  Minister of  Barnstable and afterwards at  Cambridge. Mr. Quincy and Mr.  Sullivan drank Tea with Us.
970,1796-07-18,Went up to  Penns hill. Trask has the Rheumatism in his Arm  and is unable to work. He told me that Rattlesnakes began to appear -- two on  Saturday by Porters and Prays. One kill'd. The other  escaped. He told me too of another Event that vex'd provoked and  allarm 'd me much more -- vizt. That my Horses were  Yesterday in such   36      July 18 1796. Monday.  in  such a frenzy at the Church Door that they frightened the Crowd of People and  frightened a Horse or the People in the Chaise so that  they whipp'd their Horse till he ran over two Children. The  [  ] children stooped down or fell down so that the  chaise went over them without hurting them. But it  must have been almost a Miracle that they were not kill'd or wounded. I know not when my Indignation  has [been] more excited at the Coachman for his folly and  Carelessness: and indeed at others of the Family for the Carriage going to  Meeting at all. As Mrs. A. could not go the Coach ought not to have gone. The  Coachman and Footman ought to have gone to Meeting -- and the Girls to have  walk'd. L. Smith has no Pretentions to ride in a Coach more than Nancy  Adams or even Polly Howard. It is spoiling her Mind  and her Reputation both to indulge her Vanity in that Manner. I scolded at the  Coachman first and afterwards at his Mistress and I will scold again and  again. It is my Duty. There is no greater Insolence or Tyranny than sporting  with Horses and Carriages among Crouds of People.
971,1796-07-19,Billings steady: but deep in the horrors gaping  stretching groaning.
972,1796-07-20,I was overtaken with the Rain at the End of my Walks and returned home in  it. Mrs. Tufts Mrs.  Norton Mrs. Cranch and Mrs. Smith  were here.
973,1796-07-21,Billings had a mind to go upon Wall. I went with him from  Place to Place and could resolve on nothing. I then set him to split and  mortise some Posts for the fence vs. Mrs.  Veasie. We went up carried the Posts but when We came there We found  that the Wall was too heavy and Stones too large for two hands -- four at least  were necessary. Billings was wild and We came to some  Explanation. He must go off &c. Mrs. Adams paid  him off and then He thought he would not go.   39      July 21. 1796.  Thursday.  After long Conversations Billings  came to a Sort of Agreement to stay a Year from this day at 45. He  declared he would not drink Spirit nor Cyder for the  whole Year. He reserved however twelve days for himself. We shall see tomorrow  Morning how he behaves.
974,1796-07-22,Billings sober and steady persevering in his declaration  that he will not drink these 12 months. Paid Trask in full  sixteen Dollars for 24 Days Works. He insisted on 4s. a Day. He has finished  clearing the Swamp on  Penns Hill this day.
975,1796-07-23,Began The Life of Petrarch by Susanna  Dobson.
976,1796-07-24,Went to Church Forenoon and Afternoon and heard Mr.  Whitcomb of  Bolton.
977,1796-07-25,Brisler Billings  Thomas James and Prince  after mowing the Barley on Stoney field Hill were gone down to  the Beech to rake and heap the Barley ready for  Sullivan to bring home after he shall have unloaded his Wood. The Weather is  warm and clear. Sullivan came home unloaded his Wood went  down to the Beech and brought up all the Black Grass  and Barley at one Load which was so heavy however that he could not ascend the  Hill to the little Barn. BrislerBass and  James raked upon  Stony field hill.
978,1796-07-26,The Christian Religion is above all the Religions that ever prevailed  or existed in ancient or modern Times The Religion of Wisdom Virtue  Equity and Humanity let the Blackguard Paine say what he will. It is  Resignation to God -- it is Goodness itself to Man.   43    
979,1796-07-27,Dr. Welsh came up with two young  Gentlemen from  New York Mr. John and Mr.  Henry Cruger the youngest of whom lives studies  with my son Charles as a Lawyer who gives him an  excellent Character. They are journeying Eastward as far as  Portland and return by  Albany. The Eldest of them has lately return'd from the  East Indies.
980,1796-07-28,Billing and Sullivan brought up in the  Morning a good Load of green Seaweed.Billing and  Bass have [been] carting Dirt and liming  the heap of Compost. Sullivan and Thomas  threshing Barley at the little Barn.Billing and  Bass brought up a second Load of Seaweed at night.
981,1796-07-29,Still reading the Second Volume of Petrarchs Life.
982,1796-07-30,All hands carting Earth and making Compost i.e. 4 hands  Billings Bass and the two  Lathrops. Billings is in his Element. Building  Wall and making manure are his great delights he says. He says he will cover  all my Clover with green Seaweed. Drop part of a Load on the lower Part and  carry the rest up the hill to the Barley Stubble. He will make a heap of  Compost too upon the Top of the Hill to dung the Corn in the holes next Year  upon the Piece which I propose to break up and he will make an heap of Compost  in the Spring with winter Dung to dung Corn beyond the Ditch. He  will get a Scow load of Rockweed and Scow loads of Seaweed and marsh mud. If  he did not execute as well as plann I should suppose  this all Gasconade. But he is the most ingenious the most laborious the most  resolute and the most indefatigable Man I ever employed.   46    
983,1796-07-31,Mr. Whitcomb preached and dined with me.   47    
984,1796-08-01,Have my Brothers Oxen to day.
985,1796-08-02,My own Hands with Nathaniel Hayden only and my own oxen  only finished the great Wall upon  Penn's Hill. Mr. Benjamin Shaw and his Wife (Charity Smith)  drank Tea with Us. He is a Clerk in the Branch Bank at 600 dollars a Year and  She is opening an Accademy of young Ladies for  Painting and Music. They live in his Mothers House and she boards with them. I  took a ride with him and in his Chaise to the Top of Penns Hill. If innate  Levity is curable they may be happy.   48      August 2. 1796. Tuesday.  If  a soft sweet Voice a musical Ear and melodious Modulations could feed the  hungry and cloath the naked how happy might some  People be. She rattles about Independence and boasts of having earned fifty  dollars last Month. But the Foible of the Race is rattle.
986,1796-08-03,This Day Thomas Lothrop went away to  Bridgwater unwell and I paid him 9 dollars.  Billings brought up a Load of green Seaweed.
987,1796-08-04,Bass went to  Squantum for the oxen -- disappointed. The Wind too high to go  over to  Long Island. Sullivan threshing.  Billings and Bass carting Dirt making  Compost with Lime brought up a Load of Seaweed.
