X.text.,year,month,id
"SWP No. 9.3(Examination of William Barker Sr.  copy)[August 29 1692 ]29 August 1692  Wm Barker Sen'r of Andivers Examination & Confession Before Maj'r Gidney M'r Hathorne M'r Corwine Jn'o Higginson Esq'rs He Confesses he has been in the Snare of the Divel @ Three  Years that the Divel first apeared to Her  in the Shape of a black man & perceived he had a Cloved  foott that the Divel demand of him to give  up himself Soul & body to him w'ch he promised to doe he  Said he had a greate family the world went hard w'th him & was  willing to pay Every Man his owne & the Divel told him he would  pay all his Debts & he Should live Comfortably He Confesses  he has afflicted Sprauge fostter & Martin his three akusers that he  did Sign the Divel book w'th blood brought to him In a thing like  an Inkhorn that he dipt his finger therin and made a bloot #[therein] in the  book w'ch was a Confermation of the Covenant Made w'th the divel --  He Confesses he was at a metting of the witches at Salem Village  where he Judges there was about a hundred of them that the Metting was Upon a green peice of ground Near the Ministers house he Says they Meet their to destroy that place by reason of the peoples  being devided & their differing w'th there Ministers -- Satans desire  was to Sett up his one worship abolish all the Churches in the Land  to fall next Upon Salem & Soe goe through the Country he Saith  the Divel promised al his people Should live Bravely that al p'rsons  Should be Equal that their Should be no day of resurection or  Judgment And Nither Punishment nor Shame for Sin -- he Saith  their was a Sacrement at the Metting there was also bread & wine M'r  Burseughs was a Ring Leader in that Metting & Named Several p'rsons  that ware there at the Metting It was proposed at the Metting to Make as Many witches as they Could & they were al by M'r Burse #(ughs) & the black Man Exhorted to pull dwone ye Kingdome of of Christ  & Sett Up the Kingdome of the Divel He S'd he knew M'r Burooughs  & Goode How to be Such p'rsons & that he heard a trumpet Sounded  at the Metting & thinks it Was Burse that did it the Sound is heard  Many miles of and then they all Come one after another -- In the  Spring of the Year the witches Came from Connecticut to afflict at  Salem Village butt now they have left it of & that he has been In-  formed by Some of the Grandees that there is @ 307 witches in  the Country He Saith the witches are much disturbed w'th the afflicted p'rsons because they are Discovered by them they Curse  the Judges because their Society is brought under they would have the afflicted p'rsons Counted as witches but hee thinks they the afflicted  p'rsons are Inocent & that they doe god good Service & that he has  not knowne or heard of one Inocent p'rson taken up And ""Yett putt In prison -- he Saith he is hartyly Sorry for w't he has done & for hurting the afflicted p'rsons his accusers prays there forgivenes: desire prayers for him Self promises to Renounce the Divel & al  his works & then he could take them all by the hand w'thout any  harme by his Eye or otherwise the above S'd is the truth as wittnese my hand --*William Barker (In left margin) 5'd 7'mo 92  ( Essex Institute Collection No. 24 7r. James Phillips Library Peabody Essex Museum Salem.)",1692,August,9.3
SWP No. 9.4(Confession from Prison of William Barker Sr. as Recorded by John Hale )[? August 29 1692 ]God having called me to Confess my sin and Apostasy in that fall  in giving the Devil advantage over me appearing to me like a Black  in the evening to set my hand to his Book as I have owned to my  shame. He told me that I should not want so doing. At Salem Village  there being a little off the Meeting-House about an hundred five  Blades some with Rapiers by their side which was called and might  be more for ought I know by B and Bu[rroughs] and the Trumpet  sounded and Bread and Wine which they called the Sacrament but I had none; being carried all over on a Stick never being at any other Meeting. I being at Cart a Saturday last all the day of Hay and English  Corn the Devil brought my Shape to Salem and did afflict M[artha] S[prague]  and R[ose] F[oster] by clitching my hand; and a Sabbath day my Shape afflicted A[bigail] M[artin] and at night afflic-  ted M[artha] S[prague] and A[bigail] M[artin] . E[lizabeth] J[ohnson ]  and A[bigail] F[aulkner] have been my Enticers to this great  abomination as one have owned and charged her to her Sister with  the same. And the and then all will be well. And now I hope God  in some measure has made me something sensible of my sin and apostasy begging pardon of God and of the Honourable Magistrates and  all Gods people hoping and promising by the help of God to set to  my heart and hand to do what in me lyeth to destroy such wicked  worship humbly begging the prayers of all Gods People for me I  may walk humbly under this great affliction and that I may procure to my self the sure mercies of David and the blessing of Abraham.(John Hale. A Modest Enquiry into the Nature of Witchcraft (Boston: Green & Allen 1702) pp. 33–34. ),1692,August,9.4
SWP No. 9.5(Indictment v. William Barker Sr. for Afflicting Abigail Martin)[+ January 13 1693]Province of the Massathutetts  Bay in New England EssexAnno RRs & Reginae Gulielmi & Mariae Angliae &'c Quarto: Annoq'e Dm: 1692The Juro'r for our Sov'r Lord and Lady the King & Queen Presents  That William Barker Seino'r of Adivor in the County of Essex afore-  said Husbandm Sometime in August last 1692 afors'd - - - - - And   Divers other Dayes & times as well before as after Certaine Detestable  Arts called Witchcrafts & Sorceryes Wickedly Mallishiously & felon-  iously hath used Practised & Excercised at and in the Towne of An-  divor -- in the County of Essex afores'd upon & against one  Abagaiele Martin of Andivo'r Single Woman By which Wicked Arts the said  Abagaill Martin -- the Day and Year afores'd and Divers  other Dayes and Times as well before as after was and is Tortured Afflicted.  Tormented Consumed Pined & wasted ag't the Peace of Sov'r Lord  & Lady the King and Queen their Crowne and Dignity & the Lawes  in that case made & Provided:Wittnesses: Rose foster --Matha Tyler   (Reverse) William Barker Seino'r for afflicting Abigaill Martin  Billa Vera *Robert Payne foreman:fledfled Persons fled ( Massachusetts Archives Collection vol. 135 no. 37. Boston.),1693,January,9.5
SWP No. 9.6(Indictment v. William Barker Sr. for Covenanting )[+ January 13 1693 ]Province of the Massachusetts  Bay Essex In New England ssAnno RR's & Reginae Gulielmi & Mariae Angliae &c Qua'rto Anoq'e  Dom 1692The Juro'rs for our Sov'r lord & lady the King & Queen p'rsent  That William Barker senior of Andivo'r In the County of Essex aforsd  Husbandman About Three years past in the Towneship of Andivo'r  aforesd Wickedly mallitiously & felloniously A Covenant with the  Devill did make And did Signe the Devills Booke with Blood  & gave himselfe Soule & body to the Devill By which Wicked & diabollicall Covenant with the Devill made in maner & forme Aforesaid The  Said William Barker is become A A detestable Witch Against the  peace of o'r Sove'r lord & Lady the King & Queen their Crowne & dignity & the laws in that Case made & provided.(Reverse) William Barker Senio'r for Covenanting with the DevillBilla vera*Robert: Payne foreman( Massachusetts Archives Collection vol. 135 no. 38. Boston.),1693,January,9.6
SWP No. 10.1(Examination of William BarkerJr.)[+ September 1 1693 ]2nd Paper [?]Sep't 92Before Maj'r Gidney m'r Hawthorn m'r Corwin & Cap't Higginsone.The Examination and confession of W'm Barker aged 14 yeares or  #[there]aboutHe is accused for exerciseing acts of witchcraft upon the bodyes  of Martha Sprague Rose foster and Abigail Martin which he did not  deny but could not remember it.  He confesses now that he hath not been in the snare of the devil  above six dayes That as he was goeing in the woods one evening  to look efter cowes he saw the shape of a black dog which looked  very fiercely upon him And he was much disturbed in his mynd  about it and could not sleep well that nightAnd betymes next morneing he mett with a black man (he calls him a black man because he had black cloaths and thinks he had a black skin) who  bid him set his hand to a book and serve him as long as he the said  Barker Lived which he promeised  And thereupon set his hand to the  book by putting his finger thereon He saith the black man brought  red stuff along with him in an InkhornAnd he the said Barker dipt  his finger into it and therewith made a red mark on the paper He  confesses he was to doe any service the black man appoynted him  and was to have a sute of cloaths for it. he said further the black  man would have him baptised but he never was.  He saith further that Goody Parker went with him last night to  afflict martha Sprague And that he afflicts by clincheing his hands to-  gether. He now Saith he is sorry & hates the devill but yet struck  down the afflicted with his eyesAnd martha Sprague being recovered out of a fitt said that Barkers apparition and Goody Parker  rid upon a pole. and was baptised at five myle pond-- He now sayes  there was such a load upon his Stomack that he could not speakA litle after he owned he was baptised by the black man at five  myle pond and did also renounce his former baptisme he knowes  Goody Parker to be a witch  And sayes the devil dipt his head into  the water & spoke these words that he the said Barker was his  for ever and ever. He said he could not think of his baptisme beforeAnd that the load that was upon his stomak is not so heavy as it was but just before  He #[said] still afflicted martha Sprague & shut her mouth but by layeing  his hand thereon opened it again. -- and afterwards confessed that  there were of his Company Goody Parker Goody Parker Samuel Wardwell & his wife and two daughte'rs. And then could take the afflicted persones by the hand without doeing them any harme.W'm Barker Jun'r Signed & owned the abovesaidExamination & Confession.before me *John Higginson Just'e peace: The marke  X       ofWilliam Barker Jun'r (Reverse) Confession of William Barker Jun'r  acused. Goody parkerGoody JohnsonSam'll wardell.  his wife   & 2 Daughters  aflictedmartha. Sprage ( Suffolk Court Files vol. 32 docket 2761 p. 103 Massachusetts Supreme Judicial Court Judicial Archives Massachusetts State Archives Boston. ),1693,September,10.1
SWP No. 10.2(Examination of William Barker Jr. Copy )[+ September 1 1692 ]1 Sep'r 92  Before Maj'r Gidney M'r Hathorne M'r Corwin Jn'o Higginson Esq'rThe Exam & Confe'son of Wm Barker Jun'r aged 14 Yeares or  their about He is accused for Exercising acts of Witchcraft Upon  the bodyes of Martha Sprauge Rosse fostter & abigall Martin w'ch  he did not deny but Could Not Rememb'r it -- He Confesses now  that he hath not been in the Snare of the Divel above Six # [Years]   days that as he was Goeing into the Woods one Evening to loeck  after Cows he Saw the Shape of a black dog w'ch looked Verry  fercly Upon Him & he was Much disturbed in his Mind about it  & Could not Sleep well that Night & betimes Next Morning he Mett  w'th a black Man (he Calls him a black man because he had black  Cloaths & thinks he had a black Skin) Who bid him Sett his hand to  his book & Serve him as long as he the s'd Barker lived w'ch he pro-  mised And #[Soe] theirupon Sett His hand to this book by putting his  fing'r Thereon he Saith the black man brought Red Stuf along w'th  him in an Inkorn & he the S'd Barker dipt his finger into it and ther  w'th Made a Red Mark on the paper He Confesses he was to doe any  Servis the black man appointed him # [to doe] & was to have Suite  of Cloaths for it he S'd further the black man would have him bapt-  ized but he Nevr was -- he Saith further that good'e Parker went  w'th him last Night to afflictt Martha Sprauge & that he afflicts by  pinching his hands Together he Saith  he Now is Sorry & hates the Divel but Yett Struck dwone the afflicted w'th his  Eyes -- and Martha Sprauge being Recovered out of a fitt S'd that barkers apperition  & Good'e Parker rod Upon a pole & was baptized at 5 Mile pond -- He  Now Says there was Such a load Upon his Stomach that he Could  Not Speak a little affter he owned he was baptized by the black man  at 5 Mile pond & Renounced his former baptizime he Knows Good'e  parker to be a witch & Says the Divel dipt his head into the Watter  & Spook these words that he the S'd Barker was his for Ever & Ever  He S'd he Could not think of his baptizime before & that the Load  that was Up[] his Stomach Is not Soe heavy as it was Just now He  Stil afflicted Martha Sprauge & Shut her Mouth but by laying his  hand Theron opened it again -- and afterwards Confessed that  ther ware of his Comp'a Good'e parker Good'e Johnson Sam'll Wardwel  his wife & two Daughters & then Could take the afflicted  p'rsons by the Hand w'th out doeing them any harmWm Barker Jun'r Signed & owned the above S'd Exam'n &Confessionbefore Me *John Higginson Just'e peace the Marke X ofWm Barker Jun'rEssex Institute Collection No. 24 10r-v Peabody Essex Museum Salem MA. ),1692,September,10.2
SWP No. 10.3(Indictment of William Barker Jr. for Covenanting)[+ January 1693 ]Province of the                          An'o RRs & Reginae Gulielmi &cMassachusetts Bay in                     Mariae Angliae &c Quarto Anoq'e Dom 1692New England Essex ssThe Ju'rors for o'r Sov'r lord & Lady the King & Queen p'rsent  That William Barker Junio'r of Andvo'r in the County of Essex aforsaid  Sometime in the moneth of August last in the yeare 1692 aforsd  Att or in the Towneship of Andivo'r in the Country of Essex aforsd  Wickedly mallitiously & felloniously A Covenant with#[e] the Devill  did make & Signed the Devills Booke and by the Devill was Baptized  & before him Renounced his form'r Baptizme & promised to be the  Devills for ever and ever By which wicked & Diabollicall Covenant  the Said William Barker is become A Detestable Witch Against the  peace of o'r Sov'r lord & Lady the King & Queen their Crowne  & dignity And the laws in that Case made & provided.(Reverse) William Barker Jun'r for Covenanting w'th the DevillBilla vera*Robert. Payne foreman:ponet Se  #[fled]Not GuiltyCourt at IpwichIpswich 2'd Tuesday May 1693( Suffolk Court Files vol. 32 docket 2761 p. 102 Massachusetts Supreme Judicial Court Judicial Archives Massachusetts State Archives Boston MA. ),1693,January,10.3
SWP No. 10.4(Indictment of William Barker Jr. for Afflicting Martha Sprague)[+ January 13 1693 Province of the Massathutetts  Bay in New England EssexAnno RRs & Reginae Gulielmi & Mariae. Angliae &'c Quarto Annoq'e  Dom: 1692The Juro'r for our Sovereigne Lord & Lady the King & Queen  Presents  That William Barker Junio'r of Andivo'r in the County of Essex  aforesaid - - -  Sometime in the moneth of August last in the Yeare 1692 aforesaid - - - And  Divers other Dayes & times as well before as after Certaine Detestable  Arts called Witchcrafts & Sorceries: Wickedly Mallishiously & fello-  niously hath used Practised & Exercised at &: in the Towne of  Salem -- in the County of Essex aforesaid upon and against one  Martha Sprague Allias Martha Tyler -- by which Wicked Artes the  Said Martha Sprague Alli Tyler the Day and Year aforesaid and  Divers -- other Dayes & times as well before as after was & is Tour-  tered Afflicted Tormented Pined & wasted against the Peace of our  Sovereigne Lord & Lady the King & Queen their Crowne & Dignity  and the Lawes in that Case made & Provided./(Reverse) William Barker Junio'r for bewitching Martha SpragueBilla vera  *Robert: Payne foreman:ponet SeNot Guilty( Suffolk Court Records Vol. 32 docket no. 2761 Page 103. Massachusetts Supreme Judicial Court Judicial Archives Massachusetts State Archives Boston. ),1693,January,10.4
SWP No. 10.5(Recognizance for William Barker Jr.  and Mary Barker by John Barker & John Osgood Sr.)[+ January 13 1693 ]Memorandum That on the Thirteenth day of Jan'ry 1692  In the Fourth Year of the  Reigne of our Sovereigne Lord and Lady William and Mary by the  Grace of God of England &c King & Queen defenders of the faith  &c Personally appeared before W'm Stoughton Esq'r cheife Justice  of their Maj'ies Province of the Massachusets bay in New England  Jn'o Barker and Jn'o Osgood both of the Towne of Andiver in the  County of Essex Husbandmen and acknowledged themselves to be  Joyntly & Severally indebted unto our sd Sovereigne Lord & Lady  and the Survivor of them their Heires & Successors in the Sum of one  Hundred Pounds to be levied on their or either of their lands & Tenni-  ments goods & chattles for the use of our sd Sovereigne Lord  & Lady the King & Queen or Survivor of them on Condition that  W'm Barker Jun'r & Mary Barker haveing stood Committed for Suspition  of Witchcraft shall make their personall appearance before the Justices of our sd Lord & Lady the King & Queen at the next Court of  Assizes and Generall Goale Delivery to be holden for the County of  Essex then & their to answer to all such matters and things as shall  in their Maj'ies behalfe be alledged against them and to doe & re-  ceive that which by the sd Court shall be then & there Injoyned  them and thence not to departe without licenceAttest*Jon'a Elatson Cler (Reverse)  Recognizance of Jn'o Barker &Jn'o Osgood {for W'm Barker Jun'r& #[Mary Tyler]Mary Barker May 10'th Apeared( Massachusetts Archives Collection vol. 135 no. 105. Massachusetts State Archives Boston MA. ),1693,January,10.5
SWP No. 11.1(Indictment of Sarah Bassett for Afflicting Mary Walcott )[3'd January 3 1693 ] Province of the Massachusetts  Bay in New England Essex  ssAno RRs & Reginae Gulielmi & Mariae Angliae &c Quarto Anoq'e  Dom 1692The Juro'rs for o'r Sov'r lord & lady the King & Queen p'rsent  That Sarah Bassett wife of William Basett of lyn in the County  of Essex aforesaid upon or about the 23'd day of May last Anno: 1692 aforsaid  And Divers other days & Times as well before #[and] as after Certaine  detestable Arts Called Witchcraft & Sorceries wickedly mallitiously  & felloniously hath used practised & Exercised at & in the Towne  of Salem in the County of Essex aforesaid upon & Against One  Mary Walcott of Salem Single Woman By which Wicked Arts The  Said Mary Walcott is Tortured aflicted Tormented Consumed wasted  & pined the day & yeare aforesaid & divers other days & times as  well before as after Contrary to the peace of o'r Sov'r lord & lady the King  & Queen their Crowne & dignity & the Laws in that Case made  & providedWittnessAn PutnamMarcy lewis (Reverse) Sarah Bassett Ignoramus*Robert: Payne foremanSalem Court 3'd Janu'a 1692/3  ( Suffolk Court Files vol. 32 docket 2701 p. 24 Massachusetts Supreme Judicial Court Judicial Archives Massachusetts State Archives. Boston. ),1693,January,11.1
